title,artist,genre,year,salesPoint,category,country,currency,previewUrl,artworkUrl,trackViewUrl
Supersonic,fromis_9,Dance Pop,2024,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/78/bb/c7/78bbc7e9-5860-0039-28c8-dbc81abe9c06/mzaf_7123349174187835575.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/c9/05/b0/c905b007-01a2-3f53-32e3-f30e5593ff24/198704060052_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/supersonic/1760411223?i=1760411225&uo=4
뚜두뚜두,BLACKPINK,Trap Pop,2018,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/27/ad/ca/27adca22-d3e7-50bb-9ea5-7a29c6ce4ac0/mzaf_1409044628709112202.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/d8/c2/7b/d8c27bd6-8358-5f68-45b2-673bf6baa1fa/BLACKPINK_DIGITAL_SINGLE_IMAGE.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%9A%9C%EB%91%90%EB%9A%9C%EB%91%90/1398185606?i=1398185834&uo=4
INVU,태연,Synth Pop,2022,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/32/f4/32/32f4320b-9c80-1144-4a73-99768659e2bc/mzaf_18432216400216579717.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/31/57/83/31578320-668c-39ac-9b69-20beba684835/03_INVU.jpg/100x100bb.jpg,https://music.apple.com/kr/album/invu/1609049611?i=1609049613&uo=4
Blueming,아이유,Pop Rock,2019,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/99/56/19/995619c5-5310-d3b0-de45-0ff352bc58d9/mzaf_11001517585085545132.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/b8/b8/18/b8b81899-a984-be85-5656-ec1f2fc10227/5_Love_poem.jpg/100x100bb.jpg,https://music.apple.com/kr/album/blueming/1488300927?i=1488300930&uo=4
Forever Young,BLACKPINK,Dance Pop,2018,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/b1/6b/34/b16b34da-22a1-3c01-90c5-52724bc2405c/mzaf_6263912856500186982.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/d8/c2/7b/d8c27bd6-8358-5f68-45b2-673bf6baa1fa/BLACKPINK_DIGITAL_SINGLE_IMAGE.jpg/100x100bb.jpg,https://music.apple.com/kr/album/forever-young/1398185606?i=1398185835&uo=4
Sticky,KISS OF LIFE,Summer Pop / Dancehall Pop,2024,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/46/18/9f/46189f37-d2a0-d9f9-163a-5770c8677ad6/mzaf_6146227575934427595.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/9b/00/c7/9b00c7e0-2e78-af06-bcfe-89d7a00e5a6d/cover_KM0019987_1.jpg/100x100bb.jpg,https://music.apple.com/kr/album/sticky/1753900852?i=1753900853&uo=4
Get A Guitar,RIIZE,Funk Pop,2023,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/ff/11/a0/ff11a013-8cbf-1aa2-50fc-8b0ef84d9061/mzaf_15511379780054688958.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/f0/5d/f4/f05df46a-3490-6b6e-19b7-64ca0d33448a/888735944888.png/100x100bb.jpg,https://music.apple.com/kr/album/get-a-guitar/1702800317?i=1702800318&uo=4
Steady,NCT WISH,Dance Pop,2024,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/2e/20/61/2e206126-89a9-febc-784d-30bc9d849545/mzaf_12877313560022376249.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/b9/6f/ba/b96fba14-1aab-ce7b-5dd9-5f50fdd33dff/dj.lejatqhp.png/100x100bb.jpg,https://music.apple.com/kr/album/steady/1766692130?i=1766692131&uo=4
퀸카,i-dle,Pop Rock,2023,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d0/61/fe/d061fef8-d964-d5d3-fe5c-147202fccd32/mzaf_5090530859078181756.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/29/27/57/29275797-c35d-df22-1394-61189a2aae43/cover_KM0017301_1.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%ED%80%B8%EC%B9%B4/1687024222?i=1687024225&uo=4
SHEESH,BABYMONSTER,Hip Hop Dance,2024,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/e8/0e/20/e80e2080-c1e6-f616-bec0-82fbd530da09/mzaf_402899695312688427.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/fb/68/85/fb68856f-4965-5d30-78ea-fe6bb261f4ff/3000px.jpg/100x100bb.jpg,https://music.apple.com/kr/album/sheesh/1737962888?i=1737962890&uo=4
죽일 놈,다이나믹 듀오,Hip Hop,2009,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/e1/78/44/e1784403-a2bb-ef60-fd6b-a8fb1cb1777e/mzaf_12538551168795795627.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/ff/34/4f/ff344f3d-31b0-6c99-c28e-f3e241bf0a27/8809603545916_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%A3%BD%EC%9D%BC-%EB%86%88/1619746921?i=1619747166&uo=4
오랜 날 오랜 밤,악뮤,Folk Pop,2017,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/57/b1/84/57b184a7-a483-be7a-7aa8-0f1290d0258b/mzaf_394777065639841416.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/9a/fa/45/9afa45ec-7823-7e58-5580-27c01cdd709d/akmu_cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%98%A4%EB%9E%9C-%EB%82%A0-%EC%98%A4%EB%9E%9C-%EB%B0%A4/1191276096?i=1191276302&uo=4
"Earth, Wind & Fire",보이넥스트도어,Dance Pop,2024,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/70/9b/ac/709bac30-5bad-1794-5869-3e7720f8202d/mzaf_5658452199662629014.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/3e/38/bf/3e38bf61-7171-1cfc-7dc4-8e74751f2b6b/196922852268_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/earth-wind-fire/1738692227?i=1738692253&uo=4
러시안 룰렛,레드벨벳,Synth Pop,2016,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/13/8d/29/138d2973-f729-2619-8fb9-6038b2c08f19/mzaf_4942114820204075052.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/e1/37/87/e1378701-df90-f521-8afb-206a61def29d/rv_m03_digitalcover_4000x4000.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%9F%AC%EC%8B%9C%EC%95%88-%EB%A3%B0%EB%A0%9B/1151001050?i=1151001410&uo=4
FEARLESS,르세라핌,Dance Pop,2022,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/6c/48/dc/6c48dc81-2c94-4736-99c9-b6124a2c489a/mzaf_1495979440763322400.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/77/c9/7f/77c97fcc-e72d-13e9-2e41-d5c23ceb5e43/196922016622_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/fearless/1621089349?i=1621089608&uo=4
첫 눈,EXO,Winter Ballad,2013,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/36/d3/ef/36d3ef75-97c8-38a2-f7af-18d8a14d5c1b/mzaf_6049926917351381843.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ae/ae/5b/aeae5b60-57e1-a742-084c-06e4fcbc6707/asset.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%B2%AB-%EB%88%88/854908527?i=854908536&uo=4
DRIP,BABYMONSTER,Trap Pop,2024,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b9/b0/73/b9b0733c-3216-8fc5-e84a-ea16b07d449d/mzaf_9585107261477926522.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/b9/e1/ef/b9e1ef3a-e3eb-8152-e91b-20aca0fc9ffd/BM_DRIP_Digital-Cover_4000.jpg/100x100bb.jpg,https://music.apple.com/kr/album/drip/1773262053?i=1773262055&uo=4
소나기,이클립스,Rock Ballad,2024,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/1e/db/10/1edb10da-e958-c57a-0b84-7a3784b1ae39/mzaf_8783338290399196757.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/41/84/09/418409b3-7485-6cc0-9533-584fb0eecfaf/888272132571_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%86%8C%EB%82%98%EA%B8%B0/1739750620?i=1739750624&uo=4
