"coverUrl","title","artist","year","score","category","genre","salesPoint"
"https://image.aladin.co.kr/product/39315/81/cover500/k442138139_1.jpg","의약품 살인사건 - 약이 독이 되는 위험한 화학의 역사","백승만 (지은이)","2026","5.0","book","과학","11440"
"https://image.aladin.co.kr/product/39028/39/cover500/k262139662_2.jpg","엔지니어 대한민국을 만들다 - 한국 과학기술 인물열전 : 공학기술 편","김근배, 유상운, 선유정 (엮은이)","2026","5.0","book","과학","1580"
"https://image.aladin.co.kr/product/39423/32/cover500/8962627140_2.jpg","세상이 그대를 속일지라도 - 변화의 시대, 변하지 않는 것에 대하여","김상욱 (지은이)","2026","0.0","book","과학","6190"
"https://image.aladin.co.kr/product/39137/32/cover500/8901299771_1.jpg","착한 염증 나쁜 염증 - 면역 , 질병 , 노화를 좌우하는 우리 몸의 조용한 지배자","이승훈 (지은이)","2026","5.0","book","과학","10230"
"https://image.aladin.co.kr/product/17048/25/cover200/8932473900_1.jpg","이기적 유전자","리처드 도킨스 (지은이), 홍영남, 이상임 (옮긴이)","2018","4.0","book","과학","100389"
"https://image.aladin.co.kr/product/39223/52/cover500/k172138986_1.jpg","모든 이야기는 숲에서 시작되었다 - 90세 과학자의 가슴 뛰는 자연 관찰기","베른트 하인리히 (지은이), 강유리 (옮긴이)","2026","5.0","book","과학","8930"
"https://image.aladin.co.kr/product/39357/32/cover500/k762138843_1.jpg","일상에서 발견한 물리학의 쓸모 - 당연한 일상을 새롭게 바라보는 물리학의 질문","후위에하이 (지은이), 이지수 (옮긴이), 천년수 (감수)","2026","5.0","book","과학","7410"
"https://image.aladin.co.kr/product/39352/62/cover500/k602138534_1.jpg","원소 원정대 - 118개 캐릭터로 마스터하는 주기율표 공략집","아게도리도리 (지은이), 박재현 (옮긴이), 장홍제 (감수)","2026","5.0","book","과학","4180"
"https://image.aladin.co.kr/product/39300/4/cover500/k362138710_1.jpg","영적 성장으로 가는 길 - 에고를 넘어 내 안의 무한한 존재를 경험하기","데이비드 호킨스 (지은이), 박찬준 (옮긴이)","2026","5.0","book","과학","5300"
"https://image.aladin.co.kr/product/39354/41/cover500/k632138537_1.jpg","세상에서 제일 다정한 양자 책 - 양자 컴퓨터와 초전도체 너머 양자역학의 미래","짐 알칼릴리 (지은이), 김성훈 (옮긴이)","2026","5.0","book","과학","3340"
"https://image.aladin.co.kr/product/38887/94/cover500/k882137404_1.jpg","모든 것은 결정되어 있다 - 스스로 선택하고 행동한다는 착각","로버트 M. 새폴스키 (지은이), 양병찬 (옮긴이)","2026","3.5","book","과학","17365"
"https://image.aladin.co.kr/product/39128/73/cover500/k512137558_1.jpg","중독을 통제할 수 있다는 착각 - 숏폼, 데이팅 앱, 초가공식품은 나의 뇌를 어떻게 점령했는가","니클라스 브렌보르 (지은이), 김성훈 (옮긴이)","2026","5.0","book","과학","5775"
"https://image.aladin.co.kr/product/35873/90/cover500/k762037781_1.jpg","듀얼 브레인 - AI 시대의 실용적 생존 가이드","이선 몰릭 (지은이), 신동숙 (옮긴이)","2025","4.0","book","과학","62903"
"https://image.aladin.co.kr/product/39262/40/cover500/k512138404_1.jpg","0~5세 뇌 발달의 결정적 시기 - 뇌 성장 골든타임, 부모는 무엇을 해야 하는가?","리즈 엘리엇 (지은이), 안승철 (옮긴이)","2026","5.0","book","과학","2610"
"https://image.aladin.co.kr/product/38534/88/cover500/k372135236_1.jpg","이게 되네? 제미나이 완전 미친 활용법 81제 - 나노바나나, 노트북LM, 오팔, Veo, Flow까지, 진짜 실무에서 쓰는 Gemini 최강 활용법! 할 일, 조직 관리, 협업, AI 메모, AI 회의, 챗봇, AI 자동화 앱, 이미지 생성, 영상 제작까지 일잘러 오대리의 인공지능 퍼펙트 활용 노하우","오힘찬 (지은이)","2026","5.0","book","과학","26547"
"https://image.aladin.co.kr/product/38705/83/cover500/k022136923_1.jpg","이토록 위대한 몸 - 최신 의학이 밝혀낸 면역, 질병, 노화의 비밀","줄리아 엔더스 (지은이), 질 엔더스 (그림), 배명자 (옮긴이)","2026","5.0","book","과학","17230"
"https://image.aladin.co.kr/product/39175/77/cover500/8997743724_1.jpg","의식의 탄생 - 의식은 혼돈에서 어떻게 태어날까?","오기 오거스, 사이 개덤 (지은이), 김아림 (옮긴이)","2026","5.0","book","과학","3350"
"https://image.aladin.co.kr/product/54/7/cover500/898371154x_2.jpg","코스모스","칼 세이건 (지은이), 홍승수 (옮긴이)","2004","4.5","book","과학","31101"
"https://image.aladin.co.kr/product/31817/29/cover500/k362833412_1.jpg","부분과 전체 - 개정증보판","베르너 하이젠베르크 (지은이), 유영미 (옮긴이), 김재영 (감수)","2023","5.0","book","과학","10095"
"https://image.aladin.co.kr/product/38265/86/cover500/k262034737_1.jpg","뇌는 어떻게 나를 조종하는가 - 과몰입하는 좌뇌, 침묵하는 우뇌","크리스 나이바우어 (지은이), 김윤종 (옮긴이)","2026","4.5","book","과학","39479"
